Design tryp_calc_EC50 chymo_calc_EC50 tryp_low_EC50 chymo_low_EC50 tryp_high_EC50 chymo_high_EC50 tryp_width_EC50 chymo_width_EC50 tryp_unfolded_EC50 chymo_unfolded_EC50
KNNTCQME 2.23440601519 2.00228490544 2.1 1.3 2.4 2.3 0.3 1.0 -0.20 -0.19
JSRYWWGR 3.38275564936 2.79151332258 3.3 2.6 3.5 3.2 0.2 0.6 -0.28 -0.15
NZSGCTAB 4.35788671299 4.07739224233 4.3 4.1 4.4 4.1 0.1 0.0 -0.15 -0.07
grc_ZVDZPMEJ 4.25992705677 2.40356413524 4.2 2.4 4.3 2.4 0.1 0.0 0.20 0.13
ZVDZPMEJ 4.18978528744 2.36546781052 4.1 2.3 4.3 2.5 0.2 0.2 0.20 0.13
SMBSNOVW 4.47265662568 2.24959182166 3.4 2.2 4.9 2.3 1.5 0.1 -0.24 0.73
ZFNZKEYQ 2.36702699327 2.14930671089 2.4 2.1 2.4 2.2 0.0 0.1 0.38 0.37
TSWPMCKI 2.46362008881 1.05466899339 2.4 0.9 3.2 1.2 0.8 0.3 -0.43 -0.69
EEHHXPEM 2.37875119187 1.11439814652 2.3 0.9 2.4 1.3 0.1 0.4 -0.26 -0.72
FSPHLNAI 3.92509546134 2.76565830647 3.7 2.5 4.1 3.1 0.4 0.6 0.02 -0.25
KXSOLIAR 4.58024905837 3.00030699576 4.4 2.9 4.7 3.1 0.3 0.2 0.29 0.56
BORNUTIH 1.11682161917 0.92893160376 0.8 0.6 1.5 1.3 0.7 0.7 -0.43 -0.24
MLSMTMPL 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.28 -0.10
HEQXUBJN 2.35574980715 0.817191454516 2.3 0.6 2.4 1.0 0.1 0.4 0.40 0.78
tlc_CFEPFSXM 5.09310462508 4.19131876281 5.0 4.2 5.2 4.2 0.2 0.0 0.49 1.10
CFEPFSXM 4.428564303 2.59974934916 4.4 2.6 4.5 2.8 0.1 0.2 0.47 1.02
JBQIWTJM 2.46962328732 0.903764406308 2.4 0.5 2.6 1.3 0.2 0.8 0.34 -0.29
scr_MQYCXXMY 2.3460052037 1.05409907322 2.2 0.7 2.5 1.5 0.3 0.8 -0.04 -0.36
XXOMNGXL 3.27023854271 1.51308617102 3.2 1.4 3.3 2.1 0.1 0.7 -0.33 -0.55
UIJTIDPX 4.16534899598 3.04190889326 4.1 3.0 4.2 3.1 0.1 0.1 0.18 -0.33
AWGNNNDI 4.45602398115 4.14922794322 4.3 4.1 4.7 4.2 0.4 0.1 0.11 -0.01
NNTQFTNR 2.14992000999 1.34408694131 2.1 1.2 2.2 1.5 0.1 0.3 -0.51 -0.40
XJJOGFDJ 4.36507432762 2.5455335102 4.3 2.5 4.5 2.6 0.2 0.1 0.37 -0.35
MOBUDUNB 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.38 -0.35
CFRZAXWD 5.11617822762 4.25225569444 5.1 4.2 5.1 4.2 0.0 0.0 -0.12 -0.37
CVLOYVCV 5.1877136591 4.08281395027 5.0 4.0 5.4 4.1 0.4 0.1 0.17 -0.39
tlc_XZSRSYDZ 4.03748116388 2.23960934288 4.0 2.2 4.1 2.3 0.1 0.1 0.86 0.86
XZSRSYDZ 4.34560798449 2.85789398397 4.3 2.8 4.4 2.9 0.1 0.1 0.61 0.73
PIMRXFWP 5.43592520381 2.9223764921 5.2 2.7 5.8 3.2 0.6 0.5 -0.25 -0.28
LJOMDGET 3.37365668299 2.52581192671 3.3 2.5 3.4 2.6 0.1 0.1 0.10 -0.09
SVFWYDLE 1.07554087085 0.263116924248 0.5 -0.1 1.3 0.6 0.8 0.7 0.20 -0.16
VGJBWLLQ 3.61387019177 2.69412259004 3.5 2.6 3.7 2.9 0.2 0.3 0.05 0.40
RXAUPPJM 4.60253451826 2.53682449318 4.4 2.4 4.9 2.7 0.5 0.3 0.43 0.33
EGTSMNOJ 1.09583736144 1.40199632892 0.7 1.2 1.3 1.7 0.6 0.5 -0.03 -0.50
EEZJEDDN 1.05278489423 0.0510465898438 0.4 -0.5 4.5 0.9 4.1 1.4 -0.23 -0.39
BAKEQLIN 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.74 0.30
AYAKUAED 3.83077784498 2.38728310622 3.6 2.2 4.2 2.6 0.6 0.4 -0.28 -0.29
AYEUDHIS 4.81283671594 3.00983844633 4.5 2.9 5.0 3.1 0.5 0.2 -0.13 -0.73
DDCZCHAY 1.02483024569 0.019272921234 0.5 -0.5 2.0 1.1 1.5 1.6 0.24 0.08
KDTZBJUN 5.02108007546 2.95826898873 4.9 2.9 5.1 3.0 0.2 0.1 0.64 0.46
scr_LYUPSQZL 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.05 -0.13
CTMIPQDK 3.21257972688 1.11308898048 3.1 0.9 3.3 1.4 0.2 0.5 -0.13 -0.19
ARIZFADG 3.12525144321 1.39799107247 2.6 1.2 3.2 1.9 0.6 0.7 -0.46 -0.39
TUCGWSDM 3.37085950163 2.17405503141 3.3 1.8 3.5 2.4 0.2 0.6 0.17 -0.24
YXAUUMRT 4.44547554633 2.45752821004 4.3 2.4 4.6 2.5 0.3 0.1 -0.23 -0.46
YFXOWYSO 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.17 -0.08
grc_JJZKSNCW 5.18365757304 2.46637326377 0.4 2.4 6.5 2.6 6.1 0.2 0.34 -0.02
JJZKSNCW 4.92711898903 2.89330045805 4.8 2.6 5.0 3.0 0.2 0.4 0.34 -0.01
OMRVLFUS 4.46581933135 2.49475710867 4.3 2.4 4.6 2.6 0.3 0.2 -0.42 0.22
RRBCYTCM 5.10017538782 3.12919661152 5.0 3.1 5.2 3.2 0.2 0.1 -0.34 -0.29
JCTIVOGZ 2.36245652549 2.08730856236 2.2 1.4 2.5 2.2 0.3 0.8 -0.44 -0.55
TWLXFZFH 3.33392150146 2.97417647039 3.3 2.7 3.4 3.1 0.1 0.4 -0.25 0.04
GLJBHTFO 4.01072875577 4.11951451261 4.0 4.1 4.0 4.1 0.0 0.0 0.59 0.20
SIKXFJOF 0.145604955932 0.263116244523 -0.5 -0.1 0.4 0.6 0.9 0.7 -0.01 -0.34
LQDGTTOJ 3.38398547895 5.26027303224 3.3 5.2 4.4 5.3 1.1 0.1 0.13 0.07
SBJUGZKP 2.175897101 0.217580821296 2.1 0.1 2.2 0.4 0.1 0.3 -0.20 -0.64
ELIFRBUG 1.43323337909 0.726347221574 1.3 0.5 1.7 1.0 0.4 0.5 0.23 0.13
scr_VUSAKFHT 4.59859448195 2.55054941144 4.5 2.5 4.8 2.6 0.3 0.1 -0.08 -0.29
QYAOSVGJ 5.47164163622 3.03980171445 5.2 2.9 5.8 3.2 0.6 0.3 0.15 -0.15
UKMEUZEO 3.40188675882 3.1624152244 3.2 3.0 3.8 3.4 0.6 0.4 0.03 -0.45
SBYSICIJ 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.26 -0.33
tlc_SBYSICIJ 1.48717765243 2.5873017658 1.1 2.5 7.2 2.7 6.1 0.2 -0.11 -0.09
ARPAPNHH 2.47293936411 0.435205948782 2.4 0.3 2.6 0.6 0.2 0.3 -0.68 -0.92
CYVXQSIW 4.75773977795 2.65616898249 4.5 2.5 4.9 3.1 0.4 0.6 0.08 -0.49
VEXGUHZK 3.35172598084 1.96617948511 3.3 1.5 3.4 2.1 0.1 0.6 -0.27 -0.11
ZJLXTQHQ 4.16885927548 2.27039910847 4.1 2.2 4.2 2.4 0.1 0.2 -0.33 -0.89
JZEAQYVG 1.87295606044 2.19575606058 1.6 2.1 2.1 2.3 0.5 0.2 0.19 -0.35
AZVCGWUS 3.29423822632 5.31614577001 3.2 5.2 3.4 5.4 0.2 0.2 0.64 0.71
EHYIRILH 4.48674398567 2.54927221047 4.4 2.5 4.9 2.6 0.5 0.1 0.37 -0.38
MQVUFFSD 5.24391046853 3.08461499593 5.1 3.0 5.5 3.2 0.4 0.2 0.09 -0.50
NUGUHJJT 6.22333729761 2.46542160773 5.6 2.2 7.5 3.1 1.9 0.9 0.34 0.36
QNORRQWE 5.0411373877 2.67161319585 4.9 2.6 5.1 2.8 0.2 0.2 -0.39 -0.85
TCVLCSEZ 3.39822167512 2.68850462259 3.3 2.5 3.5 2.9 0.2 0.4 -0.10 -0.54
tlc_UVCJYHOQ 3.31177723882 4.17779900779 3.3 4.1 3.3 4.2 0.0 0.1 0.13 0.22
UVCJYHOQ 3.33890193194 3.12510358479 3.3 3.0 3.4 3.2 0.1 0.2 0.03 -0.30
TQVUADXX 4.89777321745 2.94885877883 4.8 2.9 4.9 3.0 0.1 0.1 -0.53 -0.80
ATBESNOK 5.12204839897 5.24574368077 5.1 5.2 5.2 5.2 0.1 0.0 -0.30 -0.33
PWVGBDUH 3.31491243134 0.54091928964 3.3 0.4 3.4 1.1 0.1 0.7 0.06 0.21
FOKYXNSK 5.12123143329 3.0294912268 5.0 2.9 5.3 3.1 0.3 0.2 -0.05 -0.40
BTTHYZVW 4.29474041885 2.5540552682 4.2 2.4 4.4 2.7 0.2 0.3 0.31 -0.48
CFDCPJPP 5.15784898697 5.14580848891 5.1 5.1 5.2 5.1 0.1 0.0 -0.44 -0.32
EXADBXWN 3.96536515139 3.25335455974 3.6 -0.3 4.4 7.3 0.8 7.6 -0.09 -0.38
IIVLVXZS 4.52936277079 2.50081830071 4.4 2.4 4.8 2.6 0.4 0.2 -0.02 -0.58
EWRRNDML 1.41722711434 2.39648943287 1.0 2.0 2.0 2.8 1.0 0.8 -0.44 -1.00
DUAHTOJY 2.44373774496 1.46255389501 2.3 1.3 2.6 1.8 0.3 0.5 -0.51 -0.49
EFAGWWBN 4.81541393133 1.16500952486 4.5 0.6 5.4 7.1 0.9 6.5 0.25 -0.35
CTADJKWZ 0.721347268343 0.685582518959 0.5 0.4 1.1 1.1 0.6 0.7 -0.15 -0.68
HUTPHUAP 2.20982459392 1.21288750573 2.1 1.1 2.3 1.4 0.2 0.3 -0.79 -0.75
OXSBKBEE 5.34200268569 3.07852089314 5.2 3.0 5.5 3.2 0.3 0.2 0.34 -0.54
MZTVWUNA 4.1256601433 2.30097587191 3.5 2.2 4.3 2.4 0.8 0.2 -0.10 -0.58
DFGDAFFI 4.88384254569 2.98932953405 4.6 2.9 5.0 3.0 0.4 0.1 0.48 0.15
grc_MYUXKGLC 1.07857985938 0.960099364631 0.7 0.6 1.5 1.4 0.8 0.8 -0.86 -0.40
MYUXKGLC 1.25166259713 1.29596457067 1.1 1.1 1.5 1.5 0.4 0.4 -0.86 -0.40
AJBXASGU 3.29729983103 2.18184556123 3.2 2.1 3.4 2.3 0.2 0.2 -0.30 -0.43
OVAPJLWV 5.157436022 3.08347184744 5.1 3.0 5.2 3.1 0.1 0.1 -0.46 -0.61
ASTCWHDK 4.15959443589 2.62954698898 4.0 2.5 4.3 2.8 0.3 0.3 -0.15 -0.49
JVVYOLPQ 3.32183981449 1.41965878768 3.3 1.3 3.3 1.5 0.0 0.2 -0.23 -0.04
NHVJDFMD 5.24441271227 4.19153985898 5.1 4.2 5.3 4.2 0.2 0.0 -0.79 -0.64
MLQZZUTE 5.11203731747 4.19059525665 5.0 4.2 5.2 4.2 0.2 0.0 0.00 -0.17
RAICHSKQ 3.95841444058 3.01494297452 3.9 3.0 4.0 3.1 0.1 0.1 -0.12 -0.38
KLGJCFOR 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.35 -0.44
TGWOPIUA 5.04562788041 4.21028741659 4.9 4.2 5.1 4.2 0.2 0.0 0.25 -0.26
tlc_BYBJMMWF 4.03828508453 2.62298520193 4.0 2.6 4.1 2.8 0.1 0.2 -0.16 0.06
BYBJMMWF 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.19 -0.11
AHKWLZYF 2.61650445474 1.24775553159 2.4 1.0 3.0 1.6 0.6 0.6 0.01 -0.61
VQWQCIUT 1.43343740746 -0.155374557185 1.3 -0.5 1.7 0.1 0.4 0.6 -0.04 -0.37
PZSWYSOU 2.20817703747 -0.0109547351661 2.1 -0.5 2.3 0.5 0.2 1.0 -0.17 -0.57
JNBVIJEB 4.6409727468 2.27813874391 4.5 2.1 4.9 2.4 0.4 0.3 0.08 -0.01
EXFBPNAP 4.37724724891 2.24356192715 4.1 1.8 4.8 2.5 0.7 0.7 -0.30 -0.28
ESPWVZQT 3.3695242669 1.41059796195 3.3 1.2 3.4 1.7 0.1 0.5 0.03 -0.32
JMDKWAEN 5.23548591867 4.14519137602 5.1 4.1 5.3 4.2 0.2 0.1 -0.13 0.06
PEZUEWRS 4.42811654675 1.48146528571 4.4 1.4 4.4 1.6 0.0 0.2 0.48 -0.40
XENLNEUD 3.5658372605 2.15578900985 3.5 2.1 3.6 2.2 0.1 0.1 -0.88 -0.64
EDQBYZYH 1.10992994091 0.0924082593507 0.5 -0.5 6.9 1.3 6.4 1.8 0.07 0.04
HXDSSWCY 5.0018579066 5.10562534396 4.9 5.1 5.1 5.1 0.2 0.0 -0.19 -0.10
OJZMAZEY 1.21986651033 0.866362343114 1.0 0.6 1.4 1.1 0.4 0.5 -0.67 0.05
FBJQLHZX 4.23890771184 2.50848394785 4.1 2.4 4.3 2.6 0.2 0.2 -0.48 -0.64
ERCWUAFG 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.21 -0.66
KDUDODNF 0.843940653216 1.42630631968 0.4 1.1 1.7 7.1 1.3 6.0 -0.26 0.43
CXAOMWZN 1.83829801017 3.25335455974 -0.5 -0.3 3.6 7.3 4.1 7.6 -0.40 -0.43
TYUQBMXE 4.45759613914 2.61774486173 4.3 2.6 4.6 2.8 0.3 0.2 -0.32 -0.64
tlc_TYUQBMXE 4.24515932257 1.05716833268 4.0 0.8 4.6 1.4 0.6 0.6 -0.28 -0.57
RGUWDWIV 5.03680746956 3.01653870804 4.9 3.0 5.1 3.1 0.2 0.1 0.21 -0.18
AIWVPHKZ 3.39699851978 1.49256477342 3.3 1.1 3.6 2.3 0.3 1.2 -0.04 0.41
DAYKWGHS 1.04501784924 -0.104929129727 0.5 -0.5 1.3 0.2 0.8 0.7 -0.01 -0.01
EMNUHUWE 0.53323880877 2.7257167279 0.3 2.5 1.0 3.2 0.7 0.7 -0.51 -0.64
SSXKTHYS 1.50810123077 4.15641776218 0.7 4.1 7.4 4.2 6.7 0.1 -0.34 -0.51
UFRYMRKD 4.39112939876 2.29454307186 4.3 2.1 4.5 2.5 0.2 0.4 0.31 -0.02
KOVRRGYE 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.19 -0.14
tlc_UTQQQHFU 2.40490964239 1.14201319402 2.3 1.0 2.5 1.3 0.2 0.3 -0.16 -0.68
grc_UTQQQHFU 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.16 -0.75
UTQQQHFU 3.35467314465 2.46754606652 3.3 2.3 3.4 2.7 0.1 0.4 -0.16 -0.75
HADDBSYN 4.47710094537 5.13518564207 4.4 5.1 4.6 5.1 0.2 0.0 0.29 -0.26
ERTGNJIF 4.09600476805 3.47032258596 1.7 0.8 7.4 7.4 5.7 6.6 0.40 0.65
LXQPYMGC 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.34 -0.63
OOHIXHTO 4.68647746804 2.6754363193 4.5 2.6 4.9 2.8 0.4 0.2 -0.37 -0.71
IMTYYBSI 5.13011553733 4.06196351087 5.0 4.0 5.2 4.1 0.2 0.1 -0.38 0.06
DHSQCZBH 3.31634931619 2.52715243868 3.1 2.3 3.5 2.9 0.4 0.6 -0.11 -0.21
MNWQPDXQ 5.27192327156 4.17351447754 5.1 4.2 5.4 4.2 0.3 0.0 0.13 -0.14
BAFFIRIB 2.75801800717 2.43568698257 2.5 2.3 3.4 2.7 0.9 0.4 -0.31 -0.60
tlc_PMHEEEPB 1.59669948926 1.46011129203 1.2 1.0 7.3 7.3 6.1 6.3 0.31 0.59
PMHEEEPB 3.22124520029 1.29025895201 3.2 1.1 3.3 1.5 0.1 0.4 0.26 0.06
ARXCOOSL 3.57079818734 2.24045941108 3.5 2.2 3.7 2.3 0.2 0.1 -0.51 -0.73
EQUYOHLA 1.43196340236 1.19694054032 1.1 0.6 2.0 1.6 0.9 1.0 -0.60 -0.52
OVPJSSHC 4.47370699204 2.73557225137 4.4 2.6 4.6 2.9 0.2 0.3 -0.21 -0.66
BWLMGVVH 4.83697710911 5.09220790289 4.7 5.0 5.0 5.1 0.3 0.1 0.58 -0.11
HTXNHRQZ 4.72058331536 2.39389382313 4.6 2.2 4.9 2.6 0.3 0.4 0.68 0.13
DNICINHI 5.32783178151 4.27633620893 5.2 4.2 5.4 4.3 0.2 0.1 -0.44 -0.64
COKMWYGC 5.276558893 2.47469652157 5.2 2.4 5.4 2.5 0.2 0.1 0.02 -0.43
grc_BQMAQFVK 4.27899501553 2.2366495024 4.2 2.2 4.3 2.3 0.1 0.1 -0.29 -0.76
BQMAQFVK 3.43763990525 1.40454865531 3.3 0.0 3.6 1.8 0.3 1.8 -0.29 -0.76
PXRFYJFG 4.82208304829 4.21948699451 4.5 4.2 4.9 4.3 0.4 0.1 0.29 -0.25
LVVXYUYZ 3.78648621314 3.08726856452 3.6 2.5 4.0 4.2 0.4 1.7 -0.24 -0.51
BFIFFXJR 4.27016245345 2.59560615751 4.2 2.5 4.4 2.7 0.2 0.2 -0.58 -0.92
EVRWPYJR 4.25798711476 1.3709038985 4.1 1.2 4.5 2.2 0.4 1.0 -0.20 -0.42
CUKOJBMC 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.43 -0.43
PIYYNFFZ 3.44742046261 1.36878059113 3.4 1.1 3.6 1.7 0.2 0.6 -0.00 -0.13
PUQPLNRB 4.55401333764 3.02344015287 4.5 3.0 4.7 3.1 0.2 0.1 0.01 -0.05
KMAUXEWV 3.48803394713 2.0091098706 3.4 1.8 3.7 2.2 0.3 0.4 0.31 0.18
BCENOKMC 3.62862081468 1.45120385577 3.5 1.2 3.8 5.0 0.3 3.8 -0.12 -0.27
OTZRJDCV 1.45580212685 1.51059721637 1.3 1.3 1.7 1.8 0.4 0.5 -0.58 -0.31
UXCZUQMT 3.51253164847 2.34394134914 3.5 2.3 3.6 2.4 0.1 0.1 -0.09 -0.61
COAJRYJE 2.02447184855 1.21438855322 1.8 0.8 2.2 5.2 0.4 4.4 0.26 -0.38
VDSKIQSH 4.68082886139 1.12007034051 4.5 0.7 4.9 1.3 0.4 0.6 0.60 -0.26
KRLJMXZH 3.33225128968 2.29601619091 3.3 2.2 3.4 2.4 0.1 0.2 0.35 0.10
IMUHNWBQ 5.02072578134 4.16123284307 4.9 4.1 5.1 4.2 0.2 0.1 -0.41 -0.30
FJRHYGTF 4.22290513488 2.22372929321 4.2 2.2 4.3 2.3 0.1 0.1 -0.15 -0.90
EBJIAGFY 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.66 0.99
HVINDWYF 4.56447535882 2.66835442893 4.5 2.6 4.6 2.9 0.1 0.3 -0.63 -0.75
MBCGQSYB 4.0395427128 2.43784579093 4.0 2.4 4.1 2.5 0.1 0.1 -0.31 -0.68
YVNTBFSZ 2.38795018947 1.35223578731 2.3 1.1 2.5 1.8 0.2 0.7 -0.07 -0.32
QLBLWLUR 2.57494180757 1.14246272357 2.2 0.7 3.1 2.0 0.9 1.3 -0.37 -0.72
EOMNYXEV 5.31558075754 2.52531783426 5.2 2.5 5.5 2.6 0.3 0.1 0.11 -0.04
NCADUDZP 4.86029874021 4.21243881933 4.7 4.2 5.1 4.2 0.4 0.0 -0.43 -0.04
BFCPMLOK 4.77040429078 2.65007575532 4.6 2.6 5.0 2.9 0.4 0.3 -0.40 -0.37
AZHAHGRJ 4.47818357268 2.52116322171 4.4 2.5 4.6 2.6 0.2 0.1 -0.06 -0.09
GBRRKPUT 4.26059885029 2.54381105586 4.2 2.5 4.4 2.7 0.2 0.2 -0.10 -0.47
GLVVNLDX 4.2986527819 2.7662110259 2.0 2.6 7.4 3.0 5.4 0.4 -0.28 -0.12
GWHDTKLQ -0.012858546888 4.13480747307 -0.5 2.4 0.4 4.2 0.9 1.8 0.37 -0.46
QZQELXIQ 3.69701200924 2.49392860325 3.6 2.4 3.8 2.6 0.2 0.2 0.17 0.09
JULJXNUS 3.27717538637 0.147792663382 3.2 -0.5 3.4 1.4 0.2 1.9 -0.09 -0.38
tlc_PLCXJBBU 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.23 0.27
PLCXJBBU 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.22 0.19
OEJHPFLH 4.51322073867 4.25779271509 4.4 4.2 4.6 4.3 0.2 0.1 0.79 0.05
BWFCXZRM 5.24987252048 4.25826642339 5.1 4.2 5.4 4.3 0.3 0.1 -0.50 -0.81
APJJKVVP 3.92121178103 2.50621373068 3.6 2.5 4.0 3.0 0.4 0.5 -0.27 -0.34
HXQTCJFN 5.90186518828 2.65295612543 5.4 2.5 7.5 2.9 2.1 0.4 -0.17 -0.17
FYEWMZHW 2.22141744896 1.24262125864 2.1 0.8 2.3 6.2 0.2 5.4 -0.28 0.12
ILNGSSAV 4.41477847032 1.22045121061 4.1 0.9 4.8 1.7 0.7 0.8 -0.53 -0.80
tlc_ESQDBTAD 3.18344124381 3.03786380198 3.1 2.9 3.3 3.1 0.2 0.2 -0.44 -0.44
ESQDBTAD 3.32787836222 4.08789375442 3.3 4.1 3.4 4.1 0.1 0.0 -0.43 -0.54
XZIRUJNE 1.89695058488 0.654845104905 1.7 0.4 2.0 1.0 0.3 0.6 -0.71 -0.40
VKJDDSDR 4.85879278101 2.9506179091 4.7 2.9 4.9 3.0 0.2 0.1 -0.07 -0.74
RXSQIJOG 4.51590254745 3.1705122149 4.4 3.1 4.7 3.3 0.3 0.2 -0.14 -0.52
BEDWFUFQ 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.70 0.05
DQZOTQFJ 2.44031726397 1.28053961623 2.4 1.0 2.5 1.9 0.1 0.9 0.10 -0.22
tlc_YRUKDJYU 5.31142526819 3.17160568778 4.9 2.8 6.8 3.4 1.9 0.6 -0.82 -0.69
YRUKDJYU 4.20133214093 2.40008546986 3.9 2.3 4.5 2.6 0.6 0.3 -0.83 -0.71
EHMDBAGH 4.245665705 3.00484464787 4.1 2.9 4.4 3.1 0.3 0.2 -0.34 -0.20
AVDVPFGG 2.36987650808 2.29383197902 2.3 2.2 3.4 2.4 1.1 0.2 -0.25 -0.44
NXGVQUJV 4.21609079303 2.94315362988 4.2 2.9 4.3 3.0 0.1 0.1 -0.05 0.30
AJJKOSVN 0.0540826273385 2.89119782824 -0.5 2.7 1.0 3.1 1.5 0.4 -0.43 -0.11
KRRDHMXF 3.55342636201 2.59271872591 3.4 2.4 3.8 3.1 0.4 0.7 0.18 -0.48
ACZJPRKI 1.36057891023 1.40291249219 1.2 1.3 2.3 1.6 1.1 0.3 0.14 0.04
WLYGPWKH 3.73087943777 2.17551903102 3.6 2.1 4.0 2.3 0.4 0.2 -0.25 -0.52
PVZNYRIY 3.95459637147 0.865347136373 3.6 0.7 4.1 1.1 0.5 0.4 -0.63 -0.52
TFMSDEBI 3.50411213016 2.05081458901 3.4 1.6 3.6 2.2 0.2 0.6 -0.40 -0.40
XXRSAFRW 3.46857971169 1.9324959147 3.4 1.8 3.5 2.0 0.1 0.2 0.27 -0.32
LNIPBSJP 4.41100629761 2.40848920936 4.4 2.4 4.4 2.4 0.0 0.0 -0.08 -0.57
EFEXTCEB 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.30 -0.02
MDNVELNY 0.99620325999 1.17377043029 0.5 1.0 1.2 1.4 0.7 0.4 -0.43 -0.73
QYJIZRAJ 4.91508259086 3.17828486299 4.6 3.0 5.3 3.4 0.7 0.4 0.08 -0.21
EELAWICC 3.46888747231 2.55647300371 3.4 2.5 3.5 2.6 0.1 0.1 -0.23 -0.41
QMTEEFWA 3.91861936693 3.79153155461 1.4 1.3 7.4 7.4 6.0 6.1 -0.14 -0.08
IGDPYESY 5.19556708775 3.05681659929 5.1 3.0 5.3 3.1 0.2 0.1 0.19 0.05
GHFUQUNL 4.44614423611 4.26427254241 4.4 4.2 4.5 4.3 0.1 0.1 -0.22 -0.21
HHUEXIXH 4.52286277895 2.25884577769 4.4 2.1 4.8 2.4 0.4 0.3 0.05 -0.49
DNJGPYQK 5.04201042703 4.18184482044 4.9 4.2 5.1 4.2 0.2 0.0 -0.32 -0.56
LETZDCVW 4.14750644205 2.54335241295 4.1 2.5 4.2 2.8 0.1 0.3 -0.01 -0.10
PUTNCBPF 5.43604174972 2.90736138914 5.4 2.9 5.5 3.0 0.1 0.1 -0.62 -0.85
DLJVCXMK 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.24 -0.48
KMJQUUQT 5.18200390855 5.17101617132 5.1 5.1 5.2 5.2 0.1 0.1 0.76 0.77
HSHHYDNG 5.33981780608 2.50925034476 5.2 2.4 5.6 2.6 0.4 0.2 -0.01 -0.07
ODEQJWCR 3.56214184803 0.519661874893 3.4 0.3 3.7 0.8 0.3 0.5 0.43 0.19
FACEKMFM 3.41604882253 2.31673271195 3.3 2.2 3.5 2.4 0.2 0.2 0.19 0.89
QGAODOHV 4.59265440227 4.08045630627 4.5 4.1 4.7 4.1 0.2 0.0 -0.07 -0.40
POARBABY 3.37073357569 2.61284637105 3.3 2.5 3.5 2.8 0.2 0.3 -0.30 -0.52
FGPDJJQG 4.90975747985 3.09524994339 4.5 3.0 5.0 3.1 0.5 0.1 -0.37 -0.30
QUHLLHCA 4.01596861383 2.27101771804 4.0 2.2 4.0 2.3 0.0 0.1 0.21 0.39
SJYUPDJG 1.50607383332 2.18786599072 1.1 1.7 2.4 2.4 1.3 0.7 -0.39 0.00
CNPVXZJM 1.56643176516 -0.0300927319813 1.2 -0.5 2.2 0.4 1.0 0.9 -0.08 -0.44
PSBBHDTD 3.46982863759 1.34846402894 3.4 1.1 3.5 1.7 0.1 0.6 0.11 -0.47
PJOFQCUE 4.22485044742 2.40802360154 4.2 2.4 4.2 2.4 0.0 0.0 -0.37 -0.82
VAYRJGZS 2.34059348625 1.10966802957 2.3 0.5 2.4 1.3 0.1 0.8 -0.11 -0.40
XIHEBUWA 4.3326535571 1.28112207873 4.3 1.2 4.4 1.4 0.1 0.2 0.39 -0.29
BWBKAQXA 4.43790522257 2.51580150906 4.4 2.5 4.5 2.6 0.1 0.1 0.50 1.01
FOLUALFQ 5.55347247707 4.23622394522 5.4 4.2 5.8 4.3 0.4 0.1 -0.33 -0.51
DVJDLVXX 3.38232708318 3.06451394571 3.2 2.9 3.6 3.2 0.4 0.3 0.35 -0.10
SFHTFBCZ 4.36613379152 2.52615078129 4.3 2.5 4.5 2.6 0.2 0.1 0.27 0.12
CYUEWTSE 3.54256478554 2.42448889203 3.4 2.4 3.7 2.5 0.3 0.1 -0.22 -0.20
NQORHVKV 4.30751663699 2.9955187812 4.3 2.9 4.4 3.0 0.1 0.1 -0.29 -0.87
IONBNUTP 5.07457464474 4.26225597523 5.0 4.2 5.1 4.3 0.1 0.1 0.30 0.03
PVTBKBWT 3.40743888686 2.23958803173 3.4 2.2 3.5 2.3 0.1 0.1 0.51 0.61
MNDDSLEF 5.06900817316 4.24915378827 4.4 4.2 5.3 4.3 0.9 0.1 -0.51 -0.73
